,ORDERDATE,YEAR,MONTH,QUARTER,QUANTITY_ORDERED,PRICE_EACH,MSRP,SALES,STATUS,PRODUCT_LINE,STATE,DEAL_SIZE
841,2004-03-02,2004,3,1,29,100.0,168,5579.02,5,6,1,1
842,2004-04-29,2004,4,2,43,100.0,168,5950.34,5,6,1,1
843,2004-06-04,2004,6,2,24,100.0,168,3726.0,5,6,1,1
844,2004-08-17,2004,8,3,22,100.0,168,4455.0,5,6,1,1
846,2004-10-11,2004,10,4,20,100.0,168,3577.6,5,6,1,1
847,2004-10-21,2004,10,4,25,100.0,168,3881.25,5,6,1,1
848,2004-11-04,2004,11,4,36,100.0,168,5797.44,5,6,5,1
849,2004-11-17,2004,11,4,24,52.67,168,1264.08,5,6,1,2
850,2004-11-29,2004,11,4,21,100.0,168,4815.3,5,6,15,1
851,2004-12-09,2004,12,4,30,100.0,168,4462.2,5,6,1,1
852,2005-01-12,2005,1,1,32,94.79,168,3033.28,4,6,1,1
853,2005-02-16,2005,2,1,21,47.18,168,990.78,5,6,1,2
854,2005-03-04,2005,3,1,26,78.11,168,2030.86,5,6,1,2
855,2005-05-29,2005,5,2,35,100.0,168,5433.75,2,6,1,1
856,2003-03-10,2003,3,1,26,100.0,132,3157.44,5,0,11,1
857,2003-05-20,2003,5,2,46,100.0,132,5161.2,5,0,1,1
858,2003-07-10,2003,7,3,37,100.0,132,4346.76,5,0,1,1
859,2003-09-11,2003,9,3,27,100.0,132,3528.36,5,0,7,1
860,2003-10-17,2003,10,4,23,100.0,132,3187.8,5,0,1,1
861,2003-11-05,2003,11,4,39,100.0,132,6023.16,5,0,2,1
862,2003-11-12,2003,11,4,27,100.0,132,3884.76,5,0,1,1
863,2003-11-20,2003,11,4,38,100.0,132,4965.84,5,0,5,1
864,2003-12-02,2003,12,4,27,100.0,132,4169.88,5,0,9,1
865,2004-01-16,2004,1,1,40,100.0,132,4910.4,5,0,1,1
866,2004-02-26,2004,2,1,24,100.0,132,3231.36,5,0,1,1
867,2004-04-13,2004,4,2,44,100.0,132,6853.44,5,0,1,1
868,2004-06-01,2004,6,2,37,100.0,132,5177.04,0,0,1,1
869,2004-07-06,2004,7,3,20,100.0,132,2824.8,5,0,1,2
870,2004-08-06,2004,8,3,39,100.0,132,4324.32,5,0,8,1
871,2004-08-30,2004,8,3,44,100.0,132,5052.96,5,0,1,1
872,2003-10-05,2003,10,4,22,100.0,132,3223.44,5,0,1,1
873,2004-10-16,2004,10,4,43,100.0,132,5278.68,5,0,1,1
874,2004-11-04,2004,11,4,27,100.0,132,2851.2,5,0,4,2
875,2004-11-17,2004,11,4,26,64.9,132,1687.4,5,0,11,2
876,2004-11-24,2004,11,4,25,52.32,132,1308.0,5,0,1,2
877,2005-01-10,2005,1,1,49,100.0,132,6144.6,5,0,1,1
878,2005-02-10,2005,2,1,29,100.0,132,5127.2,5,0,1,1
879,2005-04-22,2005,4,2,41,100.0,132,6386.16,3,0,1,1
880,2005-05-17,2005,5,2,55,100.0,132,7695.6,5,0,1,0
881,2003-01-29,2003,1,1,27,83.07,101,2242.89,5,6,1,2
882,2003-03-24,2003,3,1,23,100.0,101,2539.89,5,6,1,2
883,2003-05-28,2003,5,2,31,90.17,101,2795.27,5,6,1,2
884,2003-07-16,2003,7,3,46,100.0,101,5545.76,5,6,7,1
885,2003-09-19,2003,9,3,47,91.18,101,4285.46,5,6,1,1
886,2003-10-20,2003,10,4,31,100.0,101,3329.09,5,6,9,1
887,2003-11-06,2003,11,4,46,100.0,101,5592.22,5,6,13,1
888,2003-11-13,2003,11,4,37,89.15,101,3298.55,5,6,11,1
889,2003-11-21,2003,11,4,28,93.21,101,2609.88,5,6,15,2
890,2003-12-05,2003,12,4,37,90.17,101,3336.29,5,6,0,1
891,2004-01-29,2004,1,1,49,100.0,101,5510.05,5,6,1,1
892,2004-03-10,2004,3,1,24,100.0,101,2504.4,5,6,4,2
893,2004-04-29,2004,4,2,30,100.0,101,3525.6,5,6,1,1
894,2004-06-14,2004,6,2,50,88.14,101,4407.0,5,6,1,1
895,2004-07-19,2004,7,3,31,96.24,101,2983.44,5,6,7,2
896,2004-08-17,2004,8,3,46,100.0,101,5126.24,5,6,1,1
897,2004-09-08,2004,9,3,47,100.0,101,5713.79,5,6,1,1
898,2004-10-11,2004,10,4,46,100.0,101,4613.8,5,6,1,1
899,2004-10-21,2004,10,4,37,100.0,101,3711.1,5,6,1,1
900,2004-11-04,2004,11,4,33,100.0,101,3524.73,5,6,5,1
901,2004-11-18,2004,11,4,31,90.17,101,2795.27,5,6,1,2
902,2004-11-29,2004,11,4,48,100.0,101,4814.4,5,6,15,1
903,2004-12-10,2004,12,4,41,87.13,101,3572.33,5,6,1,1
904,2005-01-20,2005,1,1,42,100.0,101,4581.36,5,6,4,1
905,2005-02-17,2005,2,1,41,100.0,101,4319.76,5,6,1,1
906,2005-03-09,2005,3,1,32,45.25,101,1448.0,5,6,7,2
907,2005-05-30,2005,5,2,10,88.14,101,881.4,2,6,1,2
908,2003-01-29,2003,1,1,35,57.46,62,2011.1,5,6,1,2
909,2003-03-25,2003,3,1,28,64.33,62,1801.24,5,6,1,2
910,2003-05-28,2003,5,2,46,73.7,62,3390.2,5,6,1,1
911,2003-07-16,2003,7,3,20,71.2,62,1424.0,5,6,7,2
912,2003-09-19,2003,9,3,30,49.97,62,1499.1,5,6,1,2
913,2003-10-20,2003,10,4,48,69.96,62,3358.08,5,6,9,1
914,2003-11-05,2003,11,4,28,53.72,62,1504.16,5,6,1,2
915,2003-11-13,2003,11,4,39,68.08,62,2655.12,5,6,11,2
916,2003-11-21,2003,11,4,24,51.84,62,1244.16,5,6,15,2
917,2003-12-05,2003,12,4,28,67.46,62,1888.88,5,6,0,2
918,2004-01-29,2004,1,1,31,58.71,62,1820.01,5,6,1,2
919,2004-03-10,2004,3,1,45,63.71,62,2866.95,5,6,4,2
920,2004-04-29,2004,4,2,24,58.09,62,1394.16,5,6,1,2
921,2004-06-14,2004,6,2,49,53.72,62,2632.28,5,6,1,2
922,2004-07-16,2004,7,3,32,63.08,62,2018.56,5,6,1,2
923,2004-08-17,2004,8,3,43,68.71,62,2954.53,5,6,1,2
924,2004-09-08,2004,9,3,37,50.59,62,1871.83,5,6,1,2
925,2004-10-11,2004,10,4,24,64.96,62,1559.04,5,6,1,2
926,2004-10-21,2004,10,4,35,53.72,62,1880.2,5,6,1,2
927,2004-11-04,2004,11,4,41,29.87,62,1224.67,5,6,5,2
928,2004-11-17,2004,11,4,26,100.0,62,2979.08,5,6,1,2
929,2004-11-29,2004,11,4,34,64.96,62,2208.64,5,6,15,2
930,2004-12-10,2004,12,4,49,70.58,62,3458.42,5,6,1,1
931,2005-01-20,2005,1,1,28,44.21,62,1237.88,5,6,4,2
932,2005-02-17,2005,2,1,40,68.08,62,2723.2,5,6,1,2
933,2005-03-10,2005,3,1,37,59.96,62,2218.52,5,6,1,2
934,2005-05-30,2005,5,2,31,53.72,62,1665.32,2,6,1,2
935,2003-02-17,2003,2,1,41,83.44,86,3421.04,5,3,1,1
936,2003-04-28,2003,4,2,21,89.46,86,1878.66,5,3,1,2
937,2003-06-16,2003,6,2,40,96.34,86,3853.6,5,3,4,1
938,2003-08-10,2003,8,3,46,74.84,86,3442.64,5,3,4,1
939,2003-10-06,2003,10,4,44,79.14,86,3482.16,5,3,1,1
940,2003-10-23,2003,10,4,46,73.12,86,3363.52,0,3,1,1
941,2003-11-08,2003,11,4,41,81.72,86,3350.52,5,3,1,1
942,2003-11-14,2003,11,4,32,89.46,86,2862.72,5,3,1,2
943,2003-11-26,2003,11,4,46,87.74,86,4036.04,5,3,1,1
944,2004-01-09,2004,1,1,28,100.0,86,2817.92,5,3,1,2
945,2004-02-19,2004,2,1,49,94.62,86,4636.38,5,3,1,1
946,2004-05-07,2004,5,2,21,73.98,86,1553.58,0,3,9,2
947,2004-06-24,2004,6,2,32,84.3,86,2697.6,0,3,1,2
948,2004-07-21,2004,7,3,34,98.06,86,3334.04,5,3,1,1
949,2004-08-20,2004,8,3,21,98.06,86,2059.26,5,3,0,2
950,2004-09-15,2004,9,3,21,96.34,86,2023.14,5,3,1,2
951,2004-10-14,2004,10,4,31,83.44,86,2586.64,5,3,11,2
952,2004-11-01,2004,11,4,21,94.62,86,1987.02,5,3,3,2
953,2004-11-10,2004,11,4,25,45.86,86,1146.5,4,3,1,2
954,2004-11-22,2004,11,4,28,82.58,86,2312.24,5,3,1,2
955,2004-12-02,2004,12,4,43,64.97,86,2793.71,5,3,1,2
956,2005-01-31,2005,1,1,22,86.74,86,1908.28,5,3,1,2
957,2005-03-01,2005,3,1,37,93.01,86,3441.37,4,3,1,1
958,2005-03-30,2005,3,1,28,72.26,86,2023.28,5,3,1,2
959,2005-04-01,2005,4,2,30,74.84,86,2245.2,5,3,1,2
960,2005-05-06,2005,5,2,44,73.98,86,3255.12,3,3,4,1
961,2003-01-29,2003,1,1,25,100.0,104,2539.5,5,6,1,2
962,2003-03-25,2003,3,1,43,100.0,104,4818.15,5,6,1,1
963,2003-05-28,2003,5,2,30,97.39,104,2921.7,5,6,1,2
964,2003-07-16,2003,7,3,20,90.06,104,1801.2,5,6,7,2
965,2003-09-19,2003,9,3,26,100.0,104,2804.36,5,6,1,2
966,2003-10-20,2003,10,4,40,100.0,104,4900.8,5,6,9,1
967,2003-11-05,2003,11,4,31,89.01,104,2759.31,5,6,1,2
968,2003-11-13,2003,11,4,22,100.0,104,2488.2,5,6,11,2
969,2003-11-21,2003,11,4,23,100.0,104,2769.89,5,6,15,2
970,2003-12-05,2003,12,4,30,100.0,104,3581.4,5,6,0,1
971,2004-01-29,2004,1,1,49,100.0,104,5285.14,5,6,1,1
972,2004-03-10,2004,3,1,31,100.0,104,3181.53,5,6,4,1
973,2004-04-29,2004,4,2,29,100.0,104,3340.51,5,6,1,1
974,2004-06-14,2004,6,2,37,84.82,104,3138.34,5,6,1,1
975,2004-07-19,2004,7,3,38,100.0,104,4775.08,5,6,7,1
976,2004-08-17,2004,8,3,29,100.0,104,3006.43,5,6,1,1
977,2004-09-08,2004,9,3,23,100.0,104,2866.26,5,6,1,2
978,2004-10-11,2004,10,4,26,85.87,104,2232.62,5,6,1,2
979,2004-10-21,2004,10,4,38,100.0,104,4457.02,5,6,1,1
980,2004-11-04,2004,11,4,48,47.04,104,2257.92,5,6,5,2
981,2004-11-17,2004,11,4,40,39.8,104,1592.0,5,6,1,2
982,2004-11-29,2004,11,4,45,100.0,104,4948.2,5,6,15,1
983,2004-12-10,2004,12,4,44,100.0,104,5160.76,5,6,1,1
984,2005-01-20,2005,1,1,21,94.22,104,1978.62,5,6,4,2
985,2005-02-17,2005,2,1,35,100.0,104,4288.2,5,6,1,1
986,2005-03-10,2005,3,1,29,86.92,104,2520.68,5,6,1,2
987,2005-05-30,2005,5,2,21,84.82,104,1781.22,2,6,1,2
988,2003-02-11,2003,2,1,22,100.0,136,3065.04,5,6,1,1
989,2003-04-16,2003,4,2,26,100.0,136,3551.34,5,6,1,1
990,2003-06-06,2003,6,2,41,100.0,136,5544.02,5,6,1,1
991,2003-08-08,2003,8,3,47,100.0,136,6034.33,5,6,1,1
992,2003-09-28,2003,9,3,31,100.0,136,3641.57,5,6,1,1
993,2003-10-21,2003,10,4,43,100.0,136,6930.74,5,6,4,1
994,2003-11-07,2003,11,4,23,100.0,136,3675.63,5,6,1,1
995,2003-11-14,2003,11,4,28,100.0,136,3442.04,5,6,4,1
996,2003-11-26,2003,11,4,49,100.0,136,6893.81,5,6,2,1
997,2004-01-02,2004,1,1,24,100.0,136,2622.48,5,6,1,2
998,2004-02-18,2004,2,1,33,100.0,136,4417.38,5,6,1,1
999,2004-03-20,2004,3,1,22,100.0,136,3606.02,5,6,3,1
1000,2004-05-07,2004,5,2,32,100.0,136,3802.56,0,6,9,1
1001,2004-07-21,2004,7,3,40,100.0,136,5026.4,5,6,1,1
1002,2004-08-20,2004,8,3,43,100.0,136,6695.53,5,6,1,1
1003,2004-09-09,2004,9,3,24,100.0,136,2819.28,5,6,1,2
1004,2004-10-14,2004,10,4,32,100.0,136,3759.04,5,6,1,1
1005,2004-10-22,2004,10,4,20,100.0,136,2731.8,5,6,1,2
1006,2004-11-05,2004,11,4,24,69.12,136,1658.88,5,6,1,2
1007,2004-11-20,2004,11,4,48,100.0,136,5778.24,5,6,1,1
1008,2004-12-02,2004,12,4,44,100.0,136,5191.12,5,6,1,1
1009,2005-01-26,2005,1,1,28,100.0,136,3862.88,5,6,14,1
1010,2005-02-22,2005,2,1,24,61.52,136,1476.48,5,6,1,2
1011,2005-03-23,2005,3,1,33,100.0,136,5273.73,5,6,1,1
1012,2005-05-06,2005,5,2,41,100.0,136,4872.03,3,6,4,1
1013,2003-01-31,2003,1,1,23,100.0,169,4556.99,5,0,1,1
1016,2003-05-08,2003,5,2,25,100.0,169,3598.5,5,0,1,1
1017,2003-06-03,2003,6,2,22,100.0,169,3837.24,5,0,9,1
1019,2003-08-01,2003,8,3,34,100.0,169,4836.5,5,0,1,1
1020,2003-09-11,2003,9,3,32,100.0,169,5418.88,5,0,7,1
1021,2003-09-21,2003,9,3,21,100.0,169,3734.01,5,0,1,1
1022,2003-10-11,2003,10,4,20,100.0,169,3996.4,5,0,1,1
1024,2003-11-05,2003,11,4,39,100.0,169,5481.45,5,0,12,1
1025,2003-11-06,2003,11,4,29,100.0,169,4419.89,5,0,1,1
1026,2003-11-12,2003,11,4,45,100.0,169,6324.75,5,0,1,1
1027,2003-11-14,2003,11,4,28,100.0,169,4409.72,5,0,1,1
1028,2003-11-20,2003,11,4,26,100.0,169,3918.46,5,0,5,1
1029,2003-11-25,2003,11,4,50,100.0,169,7620.5,5,0,9,0
1031,2003-12-09,2003,12,4,25,100.0,169,3937.25,5,0,4,1
1032,2004-01-16,2004,1,1,40,100.0,169,5554.4,5,0,1,1
1033,2004-02-22,2004,2,1,43,100.0,169,6407.86,5,0,1,1
1034,2004-03-11,2004,3,1,22,100.0,169,4172.52,5,0,1,1
1035,2004-04-12,2004,4,2,47,100.0,169,7083.37,5,0,1,0
1036,2004-05-05,2004,5,2,36,100.0,169,7132.68,5,0,1,0
1037,2004-06-01,2004,6,2,40,100.0,169,6773.6,0,0,1,1
1038,2004-06-15,2004,6,2,27,100.0,169,3657.69,5,0,1,1
1039,2004-07-06,2004,7,3,29,100.0,169,4812.55,5,0,1,1
1040,2004-07-20,2004,7,3,20,100.0,169,3928.6,5,0,1,1
1041,2004-08-06,2004,8,3,42,100.0,169,6401.22,5,0,8,1
1042,2004-08-19,2004,8,3,25,100.0,169,4191.25,5,0,11,1
1043,2004-08-30,2004,8,3,36,100.0,169,5852.52,5,0,1,1
1044,2004-09-08,2004,9,3,21,100.0,169,2844.87,5,0,9,2
1045,2003-10-05,2003,10,4,23,100.0,169,4011.66,5,0,1,1
1046,2004-10-13,2004,10,4,37,100.0,169,7455.87,5,0,4,0
1048,2004-10-22,2004,10,4,25,100.0,169,4572.25,5,0,0,1
1049,2004-11-04,2004,11,4,33,100.0,169,5700.09,5,0,4,1
1050,2004-11-05,2004,11,4,27,100.0,169,3155.49,5,0,9,1
1051,2004-11-17,2004,11,4,27,100.0,169,4170.69,5,0,11,1
1052,2004-11-19,2004,11,4,20,100.0,169,2878.8,3,0,1,2
1053,2004-11-24,2004,11,4,30,100.0,169,5029.5,5,0,15,1
1054,2004-12-01,2004,12,4,48,100.0,169,7396.8,5,0,9,0
1055,2004-12-10,2004,12,4,32,93.49,169,2991.68,5,0,1,2
1056,2005-01-10,2005,1,1,34,100.0,169,6275.72,5,0,1,1
1057,2005-01-20,2005,1,1,27,56.85,169,1534.95,5,0,7,2
1058,2005-02-09,2005,2,1,39,100.0,169,7264.53,5,0,1,0
1059,2005-02-22,2005,2,1,47,100.0,169,6869.05,5,0,1,1
1060,2005-03-15,2005,3,1,22,100.0,169,3353.02,5,0,1,1
1063,2005-05-17,2005,5,2,35,100.0,169,5926.9,5,0,1,1
1064,2005-05-31,2005,5,2,28,100.0,169,3793.16,2,0,1,1
1065,2003-02-11,2003,2,1,38,100.0,100,4330.1,5,4,1,1
1066,2003-04-16,2003,4,2,21,95.8,100,2011.8,5,4,1,2
1067,2003-06-06,2003,6,2,41,100.0,100,4837.18,5,4,1,1
1068,2003-08-08,2003,8,3,22,97.81,100,2151.82,5,4,1,2
1069,2003-09-28,2003,9,3,29,88.74,100,2573.46,5,4,1,2
1070,2003-10-22,2003,10,4,50,100.0,100,5344.5,5,4,1,1
1071,2003-11-07,2003,11,4,29,100.0,100,3070.52,5,4,1,1
1072,2003-11-14,2003,11,4,49,80.67,100,3952.83,5,4,4,1
1073,2003-11-26,2003,11,4,35,100.0,100,3564.75,5,4,2,1
1074,2004-01-02,2004,1,1,48,100.0,100,5614.56,5,4,1,1
1075,2004-02-18,2004,2,1,23,80.67,100,1855.41,5,4,1,2
1076,2004-03-20,2004,3,1,48,95.8,100,4598.4,5,4,3,1
1077,2004-05-07,2004,5,2,42,100.0,100,5082.42,0,4,9,1
1078,2004-07-21,2004,7,3,47,100.0,100,5450.59,5,4,1,1
1079,2004-08-20,2004,8,3,36,100.0,100,4174.92,5,4,1,1
1080,2004-09-09,2004,9,3,22,100.0,100,2418.24,5,4,1,2
1081,2004-10-14,2004,10,4,40,91.76,100,3670.4,5,4,1,1
1082,2004-10-22,2004,10,4,23,100.0,100,2481.7,5,4,1,2
1083,2004-11-09,2004,11,4,32,100.0,100,3807.68,5,4,1,1
1084,2004-11-20,2004,11,4,21,100.0,100,2230.41,5,4,1,2
1085,2004-12-02,2004,12,4,41,93.04,100,3814.64,5,4,1,1
1086,2005-01-26,2005,1,1,25,84.71,100,2117.75,5,4,14,2
1087,2005-02-22,2005,2,1,26,100.0,100,3340.48,5,4,1,1
1088,2005-03-23,2005,3,1,24,89.75,100,2154.0,5,4,1,2
1089,2005-05-06,2005,5,2,48,100.0,100,5808.48,3,4,4,1
1090,2003-03-03,2003,3,1,26,68.35,80,1777.1,5,0,1,2
1091,2003-05-08,2003,5,2,21,73.17,80,1536.57,5,0,1,2
1092,2003-07-02,2003,7,3,45,78.0,80,3510.0,5,0,1,1
1093,2003-09-05,2003,9,3,36,86.04,80,3097.44,5,0,4,1
1094,2003-10-10,2003,10,4,21,81.21,80,1705.41,5,0,1,2
1095,2003-11-04,2003,11,4,32,70.76,80,2264.32,5,0,7,2
1096,2003-11-12,2003,11,4,30,82.82,80,2484.6,5,0,1,2
1097,2003-11-20,2003,11,4,36,94.88,80,3415.68,5,0,1,1
1098,2003-12-02,2003,12,4,33,86.04,80,2839.32,5,0,1,2
1099,2004-01-15,2004,1,1,35,78.0,80,2730.0,5,0,1,2
1100,2004-02-22,2004,2,1,37,95.69,80,3540.53,5,0,1,1
1101,2004-04-09,2004,4,2,41,73.17,80,2999.97,5,0,1,2
1102,2004-05-26,2004,5,2,20,76.39,80,1527.8,5,0,1,2
1103,2004-07-02,2004,7,3,45,86.84,80,3907.8,5,0,15,1
1104,2004-08-02,2004,8,3,38,69.96,80,2658.48,5,0,4,2
1105,2004-08-30,2004,8,3,43,70.76,80,3042.68,5,0,1,1
1106,2003-10-04,2003,10,4,49,78.8,80,3861.2,5,0,1,1
1107,2004-10-16,2004,10,4,27,80.41,80,2171.07,5,0,1,2
1108,2004-11-03,2004,11,4,46,73.98,80,3403.08,5,0,9,1
1109,2004-11-15,2004,11,4,38,59.1,80,2245.8,5,0,9,2
1110,2004-11-24,2004,11,4,25,66.74,80,1668.5,5,0,15,2
1111,2005-01-06,2005,1,1,46,60.3,80,2773.8,5,0,1,2
1112,2005-02-10,2005,2,1,22,100.0,80,2464.0,5,0,1,2
1113,2005-03-04,2005,3,1,40,100.0,80,5491.6,5,0,1,1
1114,2003-01-29,2003,1,1,46,100.0,99,4791.82,5,6,1,1
1115,2003-03-25,2003,3,1,39,100.0,99,4178.85,5,6,1,1
1116,2003-05-28,2003,5,2,38,82.34,99,3128.92,5,6,1,1
1117,2003-07-16,2003,7,3,30,100.0,99,3095.4,5,6,7,1
1118,2003-09-12,2003,9,3,42,94.25,99,3958.5,5,6,1,1
1119,2003-10-20,2003,10,4,43,100.0,99,4991.44,5,6,9,1
1120,2003-11-05,2003,11,4,29,95.24,99,2761.96,5,6,1,2
1121,2003-11-12,2003,11,4,33,86.31,99,2848.23,5,6,1,2
1122,2003-11-21,2003,11,4,32,79.37,99,2539.84,5,6,15,2
1123,2003-12-05,2003,12,4,28,87.3,99,2444.4,5,6,0,2
1124,2004-01-29,2004,1,1,41,100.0,99,4555.92,5,6,1,1
1125,2004-03-02,2004,3,1,33,100.0,99,3666.96,5,6,1,1
1126,2004-04-29,2004,4,2,36,84.33,99,3035.88,5,6,1,1
1127,2004-06-14,2004,6,2,26,89.29,99,2321.54,5,6,1,2
1128,2004-08-17,2004,8,3,34,100.0,99,3474.46,5,6,1,1
1129,2004-09-07,2004,9,3,26,96.23,99,2501.98,5,6,4,2
1130,2004-10-11,2004,10,4,38,100.0,99,3958.46,5,6,1,1
1131,2004-10-21,2004,10,4,33,100.0,99,3535.95,5,6,1,1
1132,2004-11-05,2004,11,4,33,91.27,99,3011.91,5,6,1,1
1134,2004-11-29,2004,11,4,26,100.0,99,2656.94,5,6,15,2
1135,2004-12-10,2004,12,4,25,100.0,99,2604.25,5,6,1,2
1136,2005-01-20,2005,1,1,45,73.08,99,3288.6,5,6,4,1
1138,2005-03-10,2005,3,1,36,100.0,99,4035.96,5,6,1,1
1139,2005-05-30,2005,5,2,21,89.29,99,1875.09,2,6,1,2
1140,2003-03-03,2003,3,1,29,100.0,146,4049.56,5,0,1,1
1141,2003-05-08,2003,5,2,21,100.0,146,2469.39,5,0,1,2
1142,2003-07-02,2003,7,3,42,100.0,146,5432.7,5,0,1,1
1143,2003-09-05,2003,9,3,37,100.0,146,4405.22,5,0,4,1
1144,2003-10-10,2003,10,4,25,100.0,146,3638.0,5,0,1,1
1145,2003-11-04,2003,11,4,36,100.0,146,4444.92,5,0,7,1
1146,2003-11-12,2003,11,4,22,100.0,146,3395.48,5,0,1,1
1147,2003-11-20,2003,11,4,23,100.0,146,3414.58,5,0,1,1
1148,2003-12-02,2003,12,4,32,100.0,146,5127.04,5,0,1,1
1149,2004-01-15,2004,1,1,28,100.0,146,3745.28,5,0,1,1
1150,2004-02-22,2004,2,1,27,100.0,146,4564.08,5,0,1,1
1151,2004-04-09,2004,4,2,49,100.0,146,6554.24,5,0,1,1
1152,2004-05-26,2004,5,2,41,100.0,146,6749.83,5,0,1,1
1154,2004-08-02,2004,8,3,30,100.0,146,3924.6,5,0,4,1
1155,2004-08-30,2004,8,3,40,100.0,146,6761.6,5,0,1,1
1156,2003-10-04,2003,10,4,23,100.0,146,3786.49,5,0,1,1
1157,2004-10-16,2004,10,4,49,100.0,146,6266.12,5,0,1,1
1158,2004-11-03,2004,11,4,25,100.0,146,3491.0,5,0,1,1
1159,2004-11-16,2004,11,4,37,100.0,146,4405.22,5,0,1,1
1160,2004-11-24,2004,11,4,55,100.0,146,6548.3,5,0,15,1
1161,2004-12-07,2004,12,4,23,100.0,146,3177.91,5,0,1,1
1162,2005-01-06,2005,1,1,24,100.0,146,4142.64,5,0,1,1
1163,2005-02-10,2005,2,1,43,96.49,146,4149.07,5,0,1,1
1164,2005-03-04,2005,3,1,50,100.0,146,7397.0,5,0,1,0
1165,2003-03-10,2003,3,1,47,100.0,141,6241.6,5,0,11,1
1166,2003-05-20,2003,5,2,34,100.0,141,5331.88,5,0,1,1
1167,2003-07-10,2003,7,3,31,100.0,141,5124.3,5,0,1,1
1168,2003-09-11,2003,9,3,28,100.0,141,3639.44,5,0,7,1
1169,2003-10-17,2003,10,4,36,100.0,141,5544.0,5,0,1,1
1170,2003-11-05,2003,11,4,48,100.0,141,5493.12,5,0,2,1
1171,2003-11-12,2003,11,4,39,100.0,141,5785.26,5,0,1,1
1172,2003-11-20,2003,11,4,45,100.0,141,5340.6,5,0,5,1
1173,2003-12-02,2003,12,4,35,100.0,141,5735.8,5,0,9,1
1174,2004-01-16,2004,1,1,45,100.0,141,6357.6,5,0,1,1
1175,2004-02-26,2004,2,1,46,100.0,141,7343.9,5,0,1,0
1176,2004-04-13,2004,4,2,37,100.0,141,5959.22,5,0,10,1
1177,2004-06-01,2004,6,2,31,100.0,141,4029.38,0,0,1,1
1178,2004-07-06,2004,7,3,33,100.0,141,5035.14,5,0,1,1
1179,2004-08-06,2004,8,3,31,100.0,141,4116.8,5,0,8,1
1180,2004-08-30,2004,8,3,27,100.0,141,4310.55,5,0,1,1
1181,2003-10-05,2003,10,4,39,100.0,141,6446.7,5,0,1,1
1182,2004-10-16,2004,10,4,32,100.0,141,3616.64,5,0,1,1
1183,2004-11-04,2004,11,4,28,100.0,141,4232.76,5,0,4,1
1184,2004-11-17,2004,11,4,26,67.91,141,1765.66,5,0,11,2
1185,2004-11-24,2004,11,4,44,84.88,141,3734.72,5,0,1,1
1186,2005-01-12,2005,1,1,46,100.0,141,4808.38,4,0,1,1
1187,2005-02-10,2005,2,1,32,70.83,141,2266.56,5,0,1,2
1189,2005-05-17,2005,5,2,43,100.0,141,5589.14,5,0,1,1
1190,2003-03-03,2003,3,1,43,67.77,62,2914.11,5,1,1,2
1191,2003-05-08,2003,5,2,35,49.74,62,1740.9,5,1,1,2
1192,2003-07-02,2003,7,3,45,50.36,62,2266.2,5,1,1,2
1193,2003-09-03,2003,9,3,47,67.14,62,3155.58,5,1,2,1
1194,2003-10-10,2003,10,4,21,64.66,62,1357.86,5,1,1,2
1195,2003-11-04,2003,11,4,38,68.39,62,2598.82,5,1,7,2
1196,2003-11-11,2003,11,4,21,50.36,62,1057.56,5,1,1,2
1197,2003-11-20,2003,11,4,43,72.74,62,3127.82,5,1,1,1
1198,2004-01-15,2004,1,1,46,54.09,62,2488.14,5,1,1,2
1199,2004-02-21,2004,2,1,38,58.44,62,2220.72,5,1,1,2
1200,2004-04-05,2004,4,2,26,52.22,62,1357.72,5,1,9,2
1201,2004-05-26,2004,5,2,31,52.84,62,1638.04,5,1,1,2
1202,2004-06-30,2004,6,2,48,54.71,62,2626.08,5,1,4,2
1203,2004-08-02,2004,8,3,33,50.36,62,1661.88,5,1,4,2
1204,2004-08-28,2004,8,3,38,57.2,62,2173.6,5,1,1,2
1205,2004-09-30,2004,9,3,39,55.95,62,2182.05,5,1,1,2
1206,2004-10-16,2004,10,4,42,67.14,62,2819.88,5,1,1,2
1207,2004-11-03,2004,11,4,44,59.06,62,2598.64,5,1,9,2
1208,2004-11-16,2004,11,4,29,69.63,62,2019.27,5,1,1,2
1209,2004-11-24,2004,11,4,26,55.95,62,1454.7,5,1,15,2
1210,2004-12-07,2004,12,4,31,53.47,62,1657.57,5,1,1,2
1211,2005-01-06,2005,1,1,32,89.12,62,2851.84,5,1,1,2
1212,2005-02-10,2005,2,1,28,100.0,62,4609.64,5,1,1,1
1213,2005-03-04,2005,3,1,36,100.0,62,5079.96,5,1,1,1
1214,2005-04-08,2005,4,2,36,52.22,62,1879.92,5,1,1,2
1215,2003-02-17,2003,2,1,41,100.0,105,4774.86,5,6,1,1
1216,2003-04-28,2003,4,2,27,99.52,105,2687.04,5,6,1,2
1217,2003-06-16,2003,6,2,33,100.0,105,3423.75,5,6,4,1
1218,2003-08-10,2003,8,3,34,100.0,105,3455.76,5,6,4,1
1219,2003-10-06,2003,10,4,29,100.0,105,3622.97,5,6,1,1
1220,2003-10-23,2003,10,4,34,100.0,105,3599.58,0,6,1,1
1221,2003-11-08,2003,11,4,48,100.0,105,5386.56,5,6,1,1
1222,2003-11-14,2003,11,4,46,100.0,105,4918.78,5,6,1,1
1223,2003-11-26,2003,11,4,22,100.0,105,2538.8,5,6,1,2
