ORDER_DATE,QUARTER,MONTH,YEAR,REGION,STATE,SHIPPING_TYPE,CUSTOMER_TYPE,QUANTITY_ORDERED,DEAL_SIZE,PRICE_EACH,MSRP,PRODUCT_TYPE,PRODUCT_LINE,SALES
2020-05-05,2,5,2020,East,Labuan,Free,New,45,Small,37.84,33,Makeup,Liquid Lip,1702.8
2021-09-09,3,9,2021,Peninsular,Selangor,Free,Existing,36,Small,33.19,33,Makeup,Liquid Lip,1194.84
2021-10-10,4,10,2021,Peninsular,Selangor,Free,New,37,Small,27.22,33,Skincare,Eye cream,1007.14
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,31,Small,31.53,33,Makeup,Eyeshadow,977.43
2020-11-11,4,11,2020,Peninsular,Selangor,Free,Existing,39,Small,36.84,33,Skincare,Makeup remover,1436.76
2021-11-11,4,11,2021,Peninsular,Penang,Free,Existing,26,Small,29.21,33,Makeup,Masscara,759.46
2021-12-12,4,12,2021,Peninsular,Kelantan,Free,New,32,Small,37.17,33,Makeup,Liquid Lip,1189.44
2020-01-01,1,1,2020,East,Sarawak,Free,New,20,Small,34.19,33,Skincare,Makeup remover,683.8
2021-03-03,1,3,2021,Peninsular,KL,Free,New,42,Small,29.21,33,Skincare,Cleanser,1226.82
2021-04-04,2,4,2021,East,Sabah,Free,New,33,Small,29.54,33,Makeup,Eyebrow,974.82
2021-08-08,3,8,2021,Peninsular,Kelantan,Free,Existing,20,Small,28.88,33,Skincare,Face mask,577.6
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,Existing,29,Small,38.17,33,Makeup,Foundation,1106.93
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,Existing,23,Small,30.2,33,Makeup,Liquid Lip,694.6
2020-10-10,4,10,2020,Peninsular,Selangor,Free,New,39,Small,29.54,33,Skincare,Serum,1152.06
2020-11-11,4,11,2020,Peninsular,Perlis,Free,Existing,20,Small,100.0,33,Skincare,Cleanser,2624.0
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,45,Medium,81.91,33,Skincare,Face mask,3685.95
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,20,Small,35.18,33,Skincare,Serum,703.6
2020-12-12,4,12,2020,Peninsular,Kelantan,Free,Existing,48,Large,100.0,33,Makeup,Blush,9720.0
2020-01-01,1,1,2020,Peninsular,Selangor,Customer paid,New,23,Small,36.29,33,Makeup,Liquid Lip,834.67
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,Existing,32,Small,70.56,33,Makeup,Eyeshadow,2257.92
2020-03-03,1,3,2020,Peninsular,Melaka,Free,Existing,33,Large,100.0,33,Makeup,Eyeliner,8344.71
2020-04-04,2,4,2020,Peninsular,Kelantan,Free,Existing,61,Small,29.54,33,Skincare,Essence,1801.94
2020-05-05,2,5,2020,Peninsular,Melaka,Customer paid,Existing,45,Small,26.88,33,Skincare,Essence,1209.6
2020-02-02,1,2,2020,Peninsular,KL,Free,New,38,Medium,83.03,76,Makeup,Blush,3155.14
2020-04-04,2,4,2020,Peninsular,Penang,Free,Existing,34,Small,83.79,76,Makeup,Foundation,2848.86
2021-07-07,3,7,2021,Peninsular,Kelantan,Free,Existing,43,Medium,83.03,76,Skincare,Eye cream,3570.29
2020-08-08,3,8,2020,Peninsular,Selangor,Free,Existing,47,Medium,83.03,76,Skincare,Toner,3902.41
2020-10-10,4,10,2020,Peninsular,KL,Free,Existing,22,Small,67.03,76,Skincare,Serum,1474.66
2020-10-10,4,10,2020,Peninsular,Selangor,Free,Existing,29,Small,75.41,76,Makeup,Eyeliner,2186.89
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,28,Small,68.55,76,Skincare,Essence,1919.4
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,40,Medium,91.4,76,Skincare,Cleanser,3656.0
2021-12-12,4,12,2021,Peninsular,Selangor,Free,New,25,Small,73.88,76,Makeup,Lipstick,1847.0
2020-01-01,1,1,2020,Peninsular,Kedah,Free,New,30,Small,61.7,76,Makeup,Blush,1851.0
2021-02-02,1,2,2021,Peninsular,Penang,Free,Existing,38,Small,69.31,76,Skincare,Cleanser,2633.78
2020-04-04,2,4,2020,East,Sarawak,Free,New,36,Medium,87.6,76,Makeup,Blush,3153.6
2021-05-05,2,5,2021,Peninsular,Selangor,Free,Existing,32,Small,87.6,76,Makeup,Eyeshadow,2803.2
2020-06-06,2,6,2020,Peninsular,Perak,Free,New,37,Small,62.46,76,Makeup,Eyebrow,2311.02
2021-07-07,3,7,2021,Peninsular,Kelantan,Free,Existing,30,Small,79.98,76,Makeup,Eyeshadow,2399.4
2021-08-08,3,8,2021,East,Sabah,Free,New,39,Small,70.08,76,Makeup,Eyeliner,2733.12
2021-09-09,3,9,2021,Peninsular,Kelantan,Free,Existing,32,Small,65.51,76,Makeup,Foundation,2096.32
2020-10-10,4,10,2020,Peninsular,KL,Free,New,47,Small,63.22,76,Skincare,Essence,2971.34
2020-11-11,4,11,2020,East,Sarawak,Free,Existing,26,Small,86.83,76,Skincare,Toner,2257.58
2021-11-11,4,11,2021,Peninsular,KL,Free,New,37,Medium,94.43,76,Skincare,Face mask,3493.91
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,55,Medium,79.98,76,Skincare,Makeup remover,4398.9
2020-01-01,1,1,2020,Peninsular,KL,Free,New,21,Medium,100.0,76,Makeup,Lipstick,3595.62
2021-02-02,1,2,2021,Peninsular,Terengganu,Free,Existing,23,Small,100.0,76,Makeup,Blush,2443.29
2021-03-03,1,3,2021,Peninsular,Kelantan,Free,Existing,49,Medium,81.4,76,Skincare,Sunscreen,3988.6
2020-04-04,2,4,2020,Peninsular,Negeri Sembilan,Free,New,59,Medium,87.6,76,Skincare,Serum,5168.4
2021-05-05,2,5,2021,Peninsular,Terengganu,Free,New,32,Small,87.6,76,Makeup,Masscara,2803.2
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,New,43,Medium,100.0,122,Skincare,Moisturizer,6341.21
2020-04-04,2,4,2020,Peninsular,Kelantan,Free,Existing,41,Medium,100.0,122,Skincare,Toner,5189.78
2020-06-06,2,6,2020,Peninsular,Kelantan,Free,New,45,Medium,100.0,122,Skincare,Moisturizer,6027.75
2021-08-08,3,8,2021,Peninsular,Selangor,Free,New,33,Medium,100.0,122,Makeup,Concealer,3366.0
2021-09-09,3,9,2021,Peninsular,Kelantan,Free,New,40,Medium,100.0,122,Makeup,Liquid Lip,5456.4
2020-10-10,4,10,2020,Peninsular,Kelantan,Customer paid,Existing,33,Medium,100.0,122,Makeup,Lipstick,3812.16
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,50,Medium,100.0,122,Makeup,Eyeshadow,6083.0
2021-11-11,4,11,2021,East,Sabah,Free,New,30,Medium,100.0,122,Makeup,Blush,3170.7
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,41,Medium,100.0,122,Makeup,Foundation,4534.6
2021-01-01,1,1,2021,Peninsular,Kelantan,Free,Existing,35,Medium,100.0,122,Skincare,Eye cream,4301.15
2021-02-02,1,2,2021,Peninsular,Kelantan,Free,New,49,Medium,100.0,122,Makeup,Foundation,6804.63
2020-03-03,1,3,2020,Peninsular,Terengganu,Free,New,46,Medium,100.0,122,Skincare,Serum,5652.94
2020-05-05,2,5,2020,Peninsular,KL,Customer paid,New,48,Medium,100.0,122,Makeup,Concealer,6960.48
2020-06-06,2,6,2020,Peninsular,Pahang,Free,New,36,Medium,100.0,122,Skincare,Face mask,4512.6
2021-07-07,3,7,2021,Peninsular,Kelantan,Free,New,22,Small,100.0,122,Makeup,Foundation,2784.76
2021-08-08,3,8,2021,Peninsular,Negeri Sembilan,Free,New,42,Medium,100.0,122,Makeup,Concealer,5316.36
2020-09-09,3,9,2020,Peninsular,KL,Free,New,21,Small,100.0,122,Skincare,Face mask,2941.89
2021-10-10,4,10,2021,Peninsular,Kelantan,Free,New,29,Medium,100.0,122,Makeup,Eyeshadow,3207.4
2021-10-10,4,10,2021,Peninsular,Johor,Free,Existing,35,Medium,100.0,122,Makeup,Eyebrow,4215.05
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,41,Medium,100.0,122,Makeup,Lipstick,4333.29
2021-11-11,4,11,2021,Peninsular,KL,Free,Existing,29,Small,71.97,122,Makeup,Foundation,2087.13
2020-12-12,4,12,2020,Peninsular,Kelantan,Free,Existing,34,Small,50.33,122,Skincare,Moisturizer,1711.22
2020-01-01,1,1,2020,Peninsular,Johor,Free,New,37,Medium,100.0,122,Makeup,Lipstick,3910.53
2020-02-02,1,2,2020,Peninsular,Selangor,Free,Existing,28,Small,80.54,122,Skincare,Moisturizer,2255.12
2020-03-03,1,3,2020,Peninsular,Selangor,Free,Existing,49,Medium,100.0,122,Makeup,Foundation,5720.75
2021-05-05,2,5,2021,East,Sabah,Customer paid,Existing,23,Medium,100.0,122,Skincare,Cleanser,3335.23
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,New,46,Small,53.76,44,Makeup,Eyeshadow,2472.96
2020-03-03,1,3,2020,Peninsular,Kelantan,Free,Existing,39,Small,44.35,44,Makeup,Liquid Lip,1729.65
2020-05-05,2,5,2020,East,Labuan,Free,Existing,22,Small,45.25,44,Skincare,Cleanser,995.5
2020-09-09,3,9,2020,Peninsular,Selangor,Free,New,49,Small,49.28,44,Skincare,Cleanser,2414.72
2020-10-10,4,10,2020,Peninsular,Selangor,Free,New,43,Small,36.29,44,Skincare,Makeup remover,1560.47
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,27,Small,41.22,44,Makeup,Eyebrow,1112.94
2021-11-11,4,11,2021,Peninsular,Selangor,Free,Existing,31,Small,36.74,44,Skincare,Moisturizer,1138.94
2020-11-11,4,11,2020,Peninsular,Penang,Free,Existing,20,Small,50.62,44,Skincare,Makeup remover,1012.4
2020-12-12,4,12,2020,Peninsular,Kelantan,Free,Existing,24,Small,38.08,44,Skincare,Eye cream,913.92
2021-01-01,1,1,2021,Peninsular,Putrajaya,Free,Existing,49,Small,47.94,44,Makeup,Foundation,2349.06
2020-03-03,1,3,2020,Peninsular,Kelantan,Free,Existing,24,Small,48.38,44,Skincare,Cleanser,1161.12
2021-04-04,2,4,2021,Peninsular,KL,Free,New,39,Small,45.25,44,Makeup,Eyeshadow,1764.75
2020-06-06,2,6,2020,Peninsular,Kedah,Free,Existing,37,Small,45.7,44,Skincare,Serum,1690.9
2021-08-08,3,8,2021,Peninsular,Kelantan,Free,Existing,45,Small,47.49,44,Makeup,Blush,2137.05
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,New,45,Small,48.38,44,Skincare,Toner,2177.1
2020-10-10,4,10,2020,Peninsular,Putrajaya,Free,Existing,44,Small,39.42,44,Skincare,Eye cream,1734.48
2020-10-10,4,10,2020,Peninsular,Selangor,Free,New,23,Small,37.63,44,Skincare,Cleanser,865.49
2021-11-11,4,11,2021,Peninsular,Perlis,Free,Existing,30,Medium,100.0,44,Makeup,Eyeliner,3500.1
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,26,Small,85.52,44,Makeup,Masscara,2223.52
2021-11-11,4,11,2021,Peninsular,Kedah,Free,Existing,43,Small,53.76,44,Makeup,Blush,2311.68
2020-12-12,4,12,2020,Peninsular,Kelantan,Free,Existing,26,Small,31.86,44,Makeup,Lipstick,828.36
2020-01-01,1,1,2020,Peninsular,Selangor,Customer paid,Existing,28,Small,30.59,44,Skincare,Makeup remover,856.52
2021-02-02,1,2,2021,Peninsular,Kelantan,Free,New,27,Small,68.35,44,Skincare,Face mask,1845.45
2020-03-03,1,3,2020,Peninsular,Melaka,Free,Existing,24,Medium,100.0,44,Makeup,Concealer,4042.08
2021-05-05,2,5,2021,Peninsular,Selangor,Customer paid,Existing,40,Small,45.7,44,Makeup,Liquid Lip,1828.0
2021-01-01,1,1,2021,Peninsular,Negeri Sembilan,Free,Existing,36,Medium,100.0,127,Makeup,Masscara,3680.28
2021-04-04,2,4,2021,Peninsular,Pahang,Free,Existing,21,Small,100.0,127,Skincare,Cleanser,2925.09
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,New,27,Medium,100.0,127,Skincare,Serum,3415.77
2021-07-07,3,7,2021,Peninsular,Selangor,Free,Existing,47,Medium,100.0,127,Makeup,Concealer,5105.14
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,Existing,42,Medium,100.0,127,Skincare,Eye cream,5098.8
2020-10-10,4,10,2020,East,Sarawak,Free,New,32,Medium,100.0,127,Skincare,Makeup remover,4661.76
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,28,Small,100.0,127,Makeup,Liquid Lip,2969.96
2020-11-11,4,11,2020,Peninsular,KL,Free,New,24,Medium,100.0,127,Makeup,Lipstick,3496.32
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,49,Medium,100.0,127,Skincare,Makeup remover,5760.93
2020-12-12,4,12,2020,East,Sabah,Free,Existing,46,Medium,100.0,127,Skincare,Cleanser,6819.04
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,Existing,28,Medium,100.0,127,Makeup,Eyeliner,3148.88
2021-03-03,1,3,2021,Peninsular,Selangor,Free,Existing,48,Medium,100.0,127,Skincare,Sunscreen,5704.32
2020-05-05,2,5,2020,Peninsular,Kelantan,Free,Existing,29,Medium,100.0,127,Skincare,Essence,3520.6
2021-06-06,2,6,2021,Peninsular,Kelantan,Free,New,47,Medium,100.0,127,Makeup,Eyebrow,5285.62
2020-07-07,3,7,2020,Peninsular,Selangor,Free,Existing,43,Medium,100.0,127,Makeup,Blush,5605.05
2020-08-08,3,8,2020,East,Sarawak,Free,Existing,25,Small,100.0,127,Makeup,Eyebrow,2779.5
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,Existing,48,Medium,100.0,127,Skincare,Moisturizer,5398.08
2020-10-10,4,10,2020,East,Sabah,Free,New,24,Medium,100.0,127,Skincare,Serum,3189.6
2020-10-10,4,10,2020,Peninsular,Negeri Sembilan,Free,New,42,Medium,100.0,127,Makeup,Masscara,5581.8
2021-11-11,4,11,2021,Peninsular,KL,Free,New,31,Medium,100.0,127,Makeup,Masscara,3820.44
2021-11-11,4,11,2021,Peninsular,Kelantan,Customer paid,Existing,42,Medium,100.0,127,Skincare,Eye cream,5528.04
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,37,Medium,100.0,127,Skincare,Makeup remover,5981.42
2020-12-12,4,12,2020,Peninsular,Kelantan,Free,Existing,41,Medium,100.0,127,Skincare,Face mask,5684.65
2020-01-01,1,1,2020,Peninsular,Selangor,Free,Existing,20,Medium,100.0,127,Makeup,Masscara,3449.4
2020-02-02,1,2,2020,Peninsular,Selangor,Free,New,20,Small,100.0,127,Makeup,Blush,2654.4
2020-05-05,2,5,2020,Peninsular,Kelantan,Free,Existing,70,Large,100.0,127,Skincare,Moisturizer,8498.0
2021-05-05,2,5,2021,Peninsular,Kelantan,Customer paid,New,49,Medium,100.0,127,Skincare,Serum,5510.54
2021-03-03,1,3,2021,Peninsular,Kelantan,Free,Existing,35,Small,58.87,69,Skincare,Face mask,2060.45
2020-05-05,2,5,2020,Peninsular,KL,Free,New,32,Small,76.88,69,Skincare,Makeup remover,2460.16
2020-07-07,3,7,2020,Peninsular,Selangor,Free,Existing,29,Small,61.64,69,Makeup,Eyeliner,1787.56
2020-08-08,3,8,2020,Peninsular,Selangor,Free,Existing,27,Small,60.95,69,Makeup,Eyeliner,1645.65
2020-10-10,4,10,2020,Peninsular,Selangor,Free,New,27,Small,80.34,69,Skincare,Essence,2169.18
2021-11-11,4,11,2021,Peninsular,Melaka,Free,Existing,38,Small,74.11,69,Skincare,Eye cream,2816.18
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,35,Small,72.03,69,Makeup,Foundation,2521.05
2020-11-11,4,11,2020,East,Sarawak,Free,Existing,42,Medium,76.19,69,Skincare,Essence,3199.98
2020-01-01,1,1,2020,Peninsular,Johor,Free,New,21,Small,63.72,69,Skincare,Eye cream,1338.12
2021-02-02,1,2,2021,Peninsular,Kelantan,Free,New,37,Small,80.34,69,Makeup,Foundation,2972.58
2021-04-04,2,4,2021,Peninsular,KL,Free,Existing,26,Small,79.65,69,Makeup,Eyeshadow,2070.9
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,Existing,47,Medium,65.8,69,Skincare,Sunscreen,3092.6
2021-06-06,2,6,2021,East,Sabah,Free,Existing,37,Small,65.1,69,Makeup,Eyebrow,2408.7
2021-08-08,3,8,2021,East,Sabah,Free,New,46,Medium,75.49,69,Skincare,Face mask,3472.54
2020-08-08,3,8,2020,East,Sabah,Free,Existing,38,Small,59.56,69,Makeup,Lipstick,2263.28
2021-09-09,3,9,2021,Peninsular,Kelantan,Free,Existing,33,Small,66.49,69,Makeup,Blush,2194.17
2021-10-10,4,10,2021,Peninsular,Kelantan,Free,New,24,Small,56.1,69,Makeup,Lipstick,1346.4
2020-11-11,4,11,2020,Peninsular,KL,Free,Existing,31,Small,81.73,69,Skincare,Essence,2533.63
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,42,Medium,81.03,69,Skincare,Sunscreen,3403.26
2020-11-11,4,11,2020,Peninsular,Negeri Sembilan,Free,New,32,Medium,100.0,69,Skincare,Essence,3307.2
2021-12-12,4,12,2021,Peninsular,Negeri Sembilan,Free,Existing,41,Small,70.65,69,Skincare,Toner,2896.65
2021-01-01,1,1,2021,Peninsular,Kelantan,Free,Existing,43,Small,61.23,69,Makeup,Lipstick,2632.89
2021-02-02,1,2,2021,Peninsular,Kelantan,Free,New,20,Small,100.0,69,Skincare,Makeup remover,2046.0
2021-03-03,1,3,2021,Peninsular,Selangor,Free,Existing,35,Small,65.13,69,Makeup,Eyebrow,2279.55
2020-04-04,2,4,2020,Peninsular,Kelantan,Free,New,27,Small,79.65,69,Skincare,Moisturizer,2150.55
2021-03-03,1,3,2021,Peninsular,Kelantan,Free,Existing,43,Medium,78.15,90,Skincare,Face mask,3360.45
2020-05-05,2,5,2020,East,Labuan,Free,Existing,32,Small,72.7,90,Skincare,Essence,2326.4
2020-09-09,3,9,2020,Peninsular,Melaka,Free,New,21,Small,73.6,90,Skincare,Sunscreen,1545.6
2021-10-10,4,10,2021,Peninsular,KL,Free,New,20,Small,100.0,90,Skincare,Toner,2144.6
2020-11-11,4,11,2020,Peninsular,Perak,Free,Existing,22,Small,74.51,90,Makeup,Eyebrow,1639.22
2020-11-11,4,11,2020,Peninsular,Selangor,Free,New,36,Small,73.6,90,Makeup,Concealer,2649.6
2021-11-11,4,11,2021,Peninsular,Perlis,Free,New,46,Medium,83.6,90,Makeup,Eyeliner,3845.6
2021-12-12,4,12,2021,Peninsular,KL,Free,Existing,47,Medium,96.32,90,Skincare,Eye cream,4527.04
2020-01-01,1,1,2020,Peninsular,Terengganu,Free,Existing,45,Medium,88.14,90,Skincare,Moisturizer,3966.3
2021-03-03,1,3,2021,East,Sarawak,Free,New,47,Medium,88.14,90,Skincare,Essence,4142.58
2021-04-04,2,4,2021,Peninsular,Kelantan,Free,New,47,Medium,94.5,90,Skincare,Sunscreen,4441.5
2021-07-07,3,7,2021,Peninsular,KL,Free,New,38,Medium,87.24,90,Skincare,Sunscreen,3315.12
2020-08-08,3,8,2020,Peninsular,Kelantan,Free,New,49,Medium,79.97,90,Makeup,Foundation,3918.53
2021-09-09,3,9,2021,Peninsular,Negeri Sembilan,Free,New,35,Small,80.87,90,Makeup,Liquid Lip,2830.45
2021-10-10,4,10,2021,Peninsular,Kelantan,Free,New,49,Medium,100.0,90,Makeup,Lipstick,5298.86
2021-10-10,4,10,2021,Peninsular,Kelantan,Free,New,28,Small,93.6,90,Skincare,Makeup remover,2620.8
2020-11-11,4,11,2020,East,Sabah,Free,New,30,Small,72.7,90,Makeup,Eyebrow,2181.0
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,39,Medium,86.72,90,Makeup,Foundation,3382.08
2020-11-11,4,11,2020,East,Labuan,Free,New,25,Small,100.0,90,Makeup,Foundation,2876.75
2021-01-01,1,1,2021,Peninsular,Selangor,Free,New,40,Medium,100.0,90,Makeup,Masscara,4107.2
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,New,36,Small,37.5,90,Makeup,Concealer,1350.0
2021-04-04,2,4,2021,Peninsular,Selangor,Customer paid,Existing,76,Large,94.5,90,Makeup,Concealer,7182.0
2020-05-05,2,5,2020,Peninsular,Melaka,Customer paid,Existing,39,Medium,100.0,90,Skincare,Moisturizer,3933.93
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,New,44,Small,39.6,35,Makeup,Eyeshadow,1742.4
2021-04-04,2,4,2021,Peninsular,KL,Free,Existing,24,Small,30.06,35,Skincare,Eye cream,721.44
2021-06-06,2,6,2021,Peninsular,KL,Free,New,39,Small,38.19,35,Skincare,Moisturizer,1489.41
2021-08-08,3,8,2021,Peninsular,Kelantan,Free,Existing,21,Small,42.43,35,Makeup,Liquid Lip,891.03
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,New,30,Small,40.31,35,Makeup,Eyeshadow,1209.3
2021-10-10,4,10,2021,Peninsular,Putrajaya,Free,Existing,27,Small,31.82,35,Makeup,Concealer,859.14
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,37,Small,31.12,35,Skincare,Cleanser,1151.44
2021-11-11,4,11,2021,Peninsular,Negeri Sembilan,Free,New,42,Small,31.82,35,Skincare,Serum,1336.44
2021-11-11,4,11,2021,Peninsular,KL,Free,New,32,Small,28.29,35,Makeup,Lipstick,905.28
2021-12-12,4,12,2021,East,Sabah,Free,New,42,Small,29.7,35,Skincare,Cleanser,1247.4
2020-02-02,1,2,2020,Peninsular,Selangor,Free,New,21,Small,40.31,35,Skincare,Toner,846.51
2020-03-03,1,3,2020,Peninsular,Selangor,Free,New,33,Small,32.88,35,Skincare,Face mask,1085.04
2021-05-05,2,5,2021,Peninsular,Terengganu,Free,New,49,Small,36.07,35,Skincare,Eye cream,1767.43
2021-06-06,2,6,2021,Peninsular,Kelantan,Free,Existing,31,Small,33.24,35,Skincare,Sunscreen,1030.44
2020-07-07,3,7,2020,Peninsular,Selangor,Free,New,38,Small,41.72,35,Skincare,Moisturizer,1585.36
2021-08-08,3,8,2021,East,Sarawak,Free,New,20,Small,40.66,35,Makeup,Foundation,813.2
2020-09-09,3,9,2020,Peninsular,KL,Free,New,39,Small,30.06,35,Skincare,Makeup remover,1172.34
2020-10-10,4,10,2020,East,Sabah,Free,Existing,48,Small,31.47,35,Makeup,Blush,1510.56
2021-10-10,4,10,2021,Peninsular,Kelantan,Free,Existing,39,Small,37.13,35,Makeup,Eyeshadow,1448.07
2021-11-11,4,11,2021,Peninsular,KL,Free,Existing,30,Medium,100.0,35,Makeup,Concealer,3338.1
2021-11-11,4,11,2021,Peninsular,Selangor,Free,Existing,33,Small,37.13,35,Makeup,Eyeshadow,1225.29
2020-12-12,4,12,2020,Peninsular,KL,Free,New,36,Small,37.13,35,Makeup,Liquid Lip,1336.68
2021-12-12,4,12,2021,Peninsular,Kelantan,Free,New,36,Small,82.94,35,Makeup,Concealer,2985.84
2021-01-01,1,1,2021,Peninsular,Selangor,Free,Existing,45,Medium,100.0,35,Makeup,Eyebrow,5545.8
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,New,40,Medium,100.0,35,Skincare,Cleanser,6089.6
2021-03-03,1,3,2021,Peninsular,Kelantan,Free,New,46,Small,38.9,35,Skincare,Serum,1789.4
2021-05-05,2,5,2021,Peninsular,Putrajaya,Free,New,30,Small,36.07,35,Makeup,Blush,1082.1
2021-05-05,2,5,2021,Peninsular,Kelantan,Customer paid,New,31,Small,33.24,35,Skincare,Serum,1030.44
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,New,49,Medium,74.68,68,Skincare,Sunscreen,3659.32
2021-04-04,2,4,2021,Peninsular,KL,Free,New,41,Small,59.6,68,Makeup,Foundation,2443.6
2020-06-06,2,6,2020,Peninsular,Perak,Free,Existing,35,Small,67.14,68,Makeup,Liquid Lip,2349.9
2021-08-08,3,8,2021,East,Sabah,Free,Existing,27,Small,60.97,68,Skincare,Face mask,1646.19
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,New,23,Small,72.62,68,Makeup,Liquid Lip,1670.26
2021-10-10,4,10,2021,Peninsular,Negeri Sembilan,Customer paid,Existing,21,Small,69.88,68,Makeup,Foundation,1467.48
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,34,Small,80.84,68,Skincare,Eye cream,2748.56
2021-11-11,4,11,2021,Peninsular,Kedah,Free,New,22,Small,69.2,68,Makeup,Blush,1522.4
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,48,Medium,67.82,68,Makeup,Masscara,3255.36
2021-01-01,1,1,2021,Peninsular,Selangor,Free,New,43,Medium,82.21,68,Makeup,Foundation,3535.03
2021-02-02,1,2,2021,Peninsular,Selangor,Free,New,32,Small,81.53,68,Skincare,Sunscreen,2608.96
2021-05-05,2,5,2021,East,Sabah,Free,Existing,20,Small,67.82,68,Makeup,Foundation,1356.4
2021-06-06,2,6,2021,Peninsular,Kelantan,Customer paid,New,24,Small,67.14,68,Makeup,Liquid Lip,1611.36
2021-07-07,3,7,2021,East,Sabah,Free,Existing,40,Small,65.08,68,Skincare,Cleanser,2603.2
2021-08-08,3,8,2021,Peninsular,Terengganu,Free,New,30,Small,73.99,68,Makeup,Eyeshadow,2219.7
2021-09-09,3,9,2021,Peninsular,Kelantan,Free,Existing,21,Small,71.25,68,Skincare,Toner,1496.25
2021-10-10,4,10,2021,East,Sarawak,Free,Existing,25,Small,75.36,68,Skincare,Moisturizer,1884.0
2020-11-11,4,11,2020,Peninsular,Terengganu,Free,New,34,Small,63.71,68,Skincare,Serum,2166.14
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,48,Small,58.92,68,Skincare,Moisturizer,2828.16
2020-11-11,4,11,2020,Peninsular,Johor,Free,Existing,55,Medium,100.0,68,Makeup,Liquid Lip,6214.45
2021-12-12,4,12,2021,Peninsular,Kelantan,Free,Existing,25,Small,74.68,68,Makeup,Liquid Lip,1867.0
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,New,38,Small,70.44,68,Makeup,Liquid Lip,2676.72
2021-03-03,1,3,2021,Peninsular,Johor,Customer paid,Existing,39,Small,55.96,68,Skincare,Makeup remover,2182.44
2020-03-03,1,3,2020,Peninsular,Kelantan,Free,New,28,Small,57.55,68,Makeup,Eyeshadow,1611.4
2021-04-04,2,4,2021,Peninsular,Selangor,Free,Existing,24,Small,61.66,68,Skincare,Essence,1479.84
2021-05-05,2,5,2021,Peninsular,Penang,Customer paid,New,21,Small,67.82,68,Skincare,Face mask,1424.22
2020-03-03,1,3,2020,Peninsular,KL,Free,New,46,Medium,100.0,117,Skincare,Essence,5942.28
2020-05-05,2,5,2020,East,Labuan,Free,New,25,Small,93.95,117,Skincare,Serum,2348.75
2021-09-09,3,9,2021,Peninsular,Melaka,Free,Existing,34,Medium,100.0,117,Makeup,Concealer,4392.12
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,New,25,Small,100.0,117,Skincare,Eye cream,2759.75
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,23,Small,100.0,117,Skincare,Cleanser,2728.03
2020-11-11,4,11,2020,Peninsular,Selangor,Free,New,20,Small,100.0,117,Skincare,Eye cream,2395.8
2021-11-11,4,11,2021,Peninsular,Perlis,Free,New,23,Medium,100.0,117,Makeup,Eyeliner,3052.33
2021-12-12,4,12,2021,Peninsular,KL,Free,Existing,42,Medium,100.0,117,Makeup,Masscara,4242.0
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,Existing,27,Small,100.0,117,Skincare,Moisturizer,2790.45
