,ORDER_DATE,QUARTER,MONTH,YEAR,REGION,STATE,SHIPPING_TYPE,CUSTOMER_TYPE,QUANTITY_ORDERED,DEAL_SIZE,PRICE_EACH,MSRP,PRODUCT_TYPE,PRODUCT_LINE,SALES
641,2020-08-08,3,8,2020,1,3,1,1,24,1,100.0,142,1,1,3516.48
642,2020-10-10,4,10,2020,1,3,1,0,47,0,100.0,142,0,11,7488.04
643,2021-10-10,4,10,2021,1,6,1,0,24,1,100.0,142,0,7,3448.08
644,2020-11-11,4,11,2020,0,12,1,1,25,1,100.0,142,0,11,3734.0
645,2021-11-11,4,11,2021,0,13,1,0,30,2,32.47,142,1,15,974.1
646,2021-11-11,4,11,2021,1,8,1,0,22,1,100.0,142,1,17,3160.74
647,2021-12-12,4,12,2021,1,9,1,0,27,2,64.69,142,0,9,1746.63
648,2021-01-01,1,1,2021,1,3,1,1,34,1,100.0,142,0,0,4207.84
649,2020-02-02,1,2,2020,1,3,1,1,36,1,100.0,142,1,15,4352.76
650,2020-03-03,1,3,2020,1,14,1,0,34,2,43.05,142,0,2,1463.7
651,2020-04-04,2,4,2020,1,3,0,1,48,0,100.0,142,0,6,7169.28
652,2021-05-05,2,5,2021,1,2,1,0,34,1,100.0,142,0,0,4594.76
653,2021-01-01,1,1,2021,1,3,1,1,24,1,100.0,163,0,5,3457.92
654,2021-04-04,2,4,2021,1,1,1,0,46,0,100.0,163,1,15,7381.16
655,2021-06-06,2,6,2021,1,1,1,0,45,0,100.0,163,1,1,7146.9
656,2020-08-08,3,8,2020,1,3,1,0,39,1,100.0,163,0,2,5938.53
657,2021-09-09,3,9,2021,1,3,1,1,43,0,100.0,163,1,12,7110.91
658,2020-10-10,4,10,2020,1,15,1,0,29,1,100.0,163,0,6,5032.95
659,2020-11-11,4,11,2020,1,15,1,1,20,1,100.0,163,1,15,3667.6
660,2021-11-11,4,11,2021,1,3,1,0,46,0,100.0,163,0,6,7381.16
661,2021-11-11,4,11,2021,1,1,1,0,27,1,100.0,163,1,1,5128.11
662,2021-12-12,4,12,2021,0,12,1,0,44,0,100.0,163,0,5,7060.24
663,2020-02-02,1,2,2020,1,14,1,1,43,0,100.0,163,0,2,8448.64
664,2021-03-03,1,3,2021,1,3,1,0,49,0,100.0,163,1,12,7300.51
665,2020-05-05,2,5,2020,1,3,1,0,40,1,100.0,163,1,16,6549.2
666,2020-06-06,2,6,2020,1,1,1,1,30,1,100.0,163,1,15,5697.9
667,2020-07-07,3,7,2020,1,14,1,0,50,0,100.0,163,1,15,9169.0
668,2021-08-08,3,8,2021,1,14,1,0,23,1,100.0,163,1,12,3238.63
669,2020-09-09,3,9,2020,1,1,1,1,26,1,100.0,163,0,10,4554.94
670,2020-10-10,4,10,2020,0,12,1,1,27,1,100.0,163,0,5,3934.44
671,2020-10-10,4,10,2020,1,3,1,1,42,1,100.0,163,0,2,5776.26
672,2020-11-11,4,11,2020,1,1,1,1,47,0,100.0,163,0,7,7207.45
673,2020-11-11,4,11,2020,1,0,1,0,49,0,100.0,163,1,1,7460.74
674,2021-12-12,4,12,2021,1,1,1,1,38,1,100.0,163,0,5,6719.54
675,2020-12-12,4,12,2020,1,3,1,1,20,2,100.0,163,0,5,2428.0
676,2021-01-01,1,1,2021,1,14,1,1,25,2,100.0,163,1,14,2602.25
677,2021-02-02,1,2,2021,1,14,1,1,25,2,88.0,163,0,0,2200.0
678,2021-05-05,2,5,2021,1,3,1,0,41,1,100.0,163,0,13,6712.93
679,2021-05-05,2,5,2021,1,3,0,1,28,1,100.0,163,0,2,5318.04
680,2020-01-01,1,1,2020,1,10,1,1,50,1,67.8,60,1,3,3390.0
681,2020-03-03,1,3,2020,1,7,1,0,32,2,50.25,60,1,1,1608.0
682,2020-05-05,2,5,2020,0,4,1,1,42,2,53.88,60,0,0,2262.96
683,2020-09-09,3,9,2020,1,14,1,0,24,2,62.36,60,0,9,1496.64
684,2020-10-10,4,10,2020,1,14,1,1,27,2,69.62,60,1,16,1879.74
685,2021-11-11,4,11,2021,1,3,1,1,26,2,57.51,60,0,2,1495.26
686,2020-11-11,4,11,2020,1,14,1,0,38,2,61.15,60,0,0,2323.7
687,2021-11-11,4,11,2021,1,8,1,1,42,2,59.33,60,0,13,2491.86
688,2021-12-12,4,12,2021,1,1,1,1,23,2,71.44,60,1,17,1643.12
689,2021-01-01,1,1,2021,1,11,1,1,21,2,62.96,60,0,7,1322.16
690,2021-03-03,1,3,2021,1,3,1,1,28,2,50.85,60,1,15,1423.8
691,2020-04-04,2,4,2020,1,3,1,0,33,2,72.65,60,1,14,2397.45
692,2021-08-08,3,8,2021,1,15,1,1,25,2,62.96,60,0,0,1574.0
693,2020-09-09,3,9,2020,1,15,1,0,28,2,61.75,60,0,0,1729.0
694,2021-10-10,4,10,2021,1,2,1,0,46,2,49.04,60,1,4,2255.84
695,2021-10-10,4,10,2021,1,14,1,0,30,2,61.15,60,1,3,1834.5
696,2020-11-11,4,11,2020,1,3,1,1,38,1,84.25,60,0,0,3201.5
697,2020-11-11,4,11,2020,1,3,1,0,40,2,56.91,60,0,13,2276.4
698,2020-01-01,1,1,2020,1,14,0,1,45,0,100.0,60,1,14,8884.8
699,2020-02-02,1,2,2020,1,3,1,1,27,2,49.3,60,0,2,1331.1
700,2021-04-04,2,4,2021,1,14,0,1,42,1,72.65,60,0,6,3051.3
701,2021-05-05,2,5,2021,1,5,0,0,36,2,63.57,60,1,14,2288.52
702,2020-01-01,1,1,2020,1,3,1,1,29,1,100.0,122,1,8,3772.61
703,2021-04-04,2,4,2021,1,3,1,1,39,1,100.0,122,0,9,4164.42
704,2021-06-06,2,6,2021,1,1,1,0,45,1,100.0,122,0,6,6295.95
705,2020-08-08,3,8,2020,1,3,1,0,47,1,100.0,122,1,17,6287.66
706,2020-09-09,3,9,2020,1,2,1,0,49,1,100.0,122,0,6,5412.54
707,2020-10-10,4,10,2020,1,2,1,0,46,1,100.0,122,0,7,5984.14
708,2021-11-11,4,11,2021,1,3,1,1,48,1,100.0,122,0,13,5891.04
709,2020-11-11,4,11,2020,1,1,1,0,46,1,100.0,122,0,13,5984.14
710,2020-11-11,4,11,2020,1,1,1,0,35,1,100.0,122,0,9,3608.15
711,2020-12-12,4,12,2020,0,12,1,0,43,1,100.0,122,1,3,5752.54
712,2020-03-03,1,3,2020,1,14,1,0,26,1,100.0,122,1,17,3765.32
713,2020-05-05,2,5,2020,1,3,1,1,22,2,98.18,122,0,0,2159.96
714,2020-06-06,2,6,2020,1,3,1,0,34,1,99.41,122,0,6,3379.94
715,2021-07-07,3,7,2021,1,14,1,0,50,1,100.0,122,0,11,5093.5
716,2020-08-08,3,8,2020,0,13,1,1,48,1,100.0,122,0,9,5773.44
717,2020-09-09,3,9,2020,1,1,1,1,41,1,100.0,122,0,7,4528.86
718,2021-10-10,4,10,2021,0,12,1,1,36,1,100.0,122,1,1,4816.08
719,2021-10-10,4,10,2021,1,6,1,1,29,1,100.0,122,1,12,3416.78
720,2020-11-11,4,11,2020,1,1,1,0,33,2,37.48,122,1,15,1236.84
721,2021-11-11,4,11,2021,1,3,0,0,46,1,100.0,122,0,11,5814.86
722,2021-12-12,4,12,2021,1,1,1,0,38,1,100.0,122,0,10,5223.48
723,2021-12-12,4,12,2021,1,3,1,1,20,2,36.42,122,1,3,728.4
724,2020-01-01,1,1,2020,1,5,1,1,22,1,100.0,122,0,0,3949.0
725,2021-02-02,1,2,2021,1,3,1,1,27,1,100.0,122,0,9,3843.99
726,2020-05-05,2,5,2020,1,0,1,1,56,1,98.18,122,1,14,5498.08
727,2020-05-05,2,5,2020,1,3,0,0,38,1,99.41,122,0,13,3777.58
728,2021-01-01,1,1,2021,1,0,1,1,25,1,100.0,127,0,9,3782.0
729,2021-03-03,1,3,2021,1,3,1,1,33,1,100.0,127,1,12,3859.68
730,2021-05-05,2,5,2021,0,4,1,1,42,1,100.0,127,0,2,4431.84
731,2020-09-09,3,9,2020,1,14,1,0,33,1,100.0,127,1,14,4950.33
732,2021-10-10,4,10,2021,1,14,1,1,38,1,100.0,127,0,2,4299.7
733,2021-11-11,4,11,2021,1,3,1,1,31,1,100.0,127,0,5,4492.83
734,2020-11-11,4,11,2020,1,14,1,1,20,2,100.0,127,0,10,2212.0
735,2021-11-11,4,11,2021,1,8,1,0,44,1,100.0,127,0,0,4642.88
736,2020-12-12,4,12,2020,1,1,1,1,26,1,100.0,127,0,0,3206.32
737,2020-01-01,1,1,2020,1,3,1,0,27,1,100.0,127,1,15,3604.23
738,2021-03-03,1,3,2021,1,3,1,0,46,0,100.0,127,1,4,7017.76
739,2021-04-04,2,4,2021,0,12,1,0,47,1,100.0,127,0,13,6154.18
740,2021-08-08,3,8,2021,1,11,1,1,37,1,100.0,127,0,10,4750.8
741,2021-09-09,3,9,2021,1,3,1,0,31,1,100.0,127,1,1,3822.92
742,2021-10-10,4,10,2021,1,3,1,0,24,2,100.0,127,1,16,2440.8
743,2021-10-10,4,10,2021,1,14,1,0,31,1,100.0,127,0,5,4729.36
744,2020-11-11,4,11,2020,1,10,1,1,50,0,100.0,127,0,7,12536.5
745,2020-11-11,4,11,2020,1,3,1,0,35,2,64.69,127,1,15,2264.15
746,2020-11-11,4,11,2020,1,0,1,1,30,1,100.0,127,0,0,3928.2
747,2021-12-12,4,12,2021,1,3,1,1,29,1,100.0,127,0,9,3630.22
748,2021-01-01,1,1,2021,1,14,0,0,27,1,100.0,127,0,6,4196.07
749,2021-02-02,1,2,2021,1,3,1,0,40,1,100.0,127,1,16,4931.6
750,2020-03-03,1,3,2020,1,14,1,0,31,1,98.99,127,0,11,3068.69
751,2021-04-04,2,4,2021,1,3,1,0,6,2,100.0,127,1,15,785.64
752,2020-05-05,2,5,2020,1,5,0,0,45,1,100.0,127,0,7,4977.0
753,2021-01-01,1,1,2021,1,3,1,0,22,2,54.09,60,0,6,1189.98
754,2020-04-04,2,4,2020,1,3,1,0,45,1,68.67,60,0,5,3090.15
755,2020-05-05,2,5,2020,1,3,1,0,43,2,65.02,60,1,4,2795.86
756,2021-07-07,3,7,2021,1,14,1,0,46,2,61.99,60,0,10,2851.54
757,2021-09-09,3,9,2021,1,3,1,1,39,2,69.28,60,1,3,2701.92
758,2021-10-10,4,10,2021,1,6,1,0,31,2,71.1,60,0,13,2204.1
759,2020-11-11,4,11,2020,0,13,1,0,41,2,69.28,60,1,1,2840.48
760,2020-11-11,4,11,2020,1,3,1,0,44,2,60.16,60,0,11,2647.04
761,2021-11-11,4,11,2021,1,7,1,0,45,1,70.49,60,1,8,3172.05
762,2021-12-12,4,12,2021,0,12,1,1,37,2,69.89,60,0,2,2585.93
763,2021-02-02,1,2,2021,1,3,1,1,35,2,61.38,60,0,0,2148.3
764,2021-03-03,1,3,2021,1,14,1,1,28,2,59.55,60,0,9,1667.4
765,2021-05-05,2,5,2021,1,0,1,0,30,2,61.99,60,0,9,1859.7
766,2020-06-06,2,6,2020,1,3,1,1,30,2,49.22,60,1,3,1476.6
767,2021-07-07,3,7,2021,1,14,1,1,25,2,69.28,60,1,3,1732.0
768,2021-08-08,3,8,2021,0,13,1,0,29,2,57.73,60,1,8,1674.17
769,2020-09-09,3,9,2020,1,3,1,0,26,2,57.73,60,0,10,1500.98
770,2021-10-10,4,10,2021,0,12,1,1,41,2,53.48,60,1,16,2192.68
771,2020-10-10,4,10,2020,1,6,1,0,34,2,52.87,60,1,14,1797.58
772,2021-11-11,4,11,2021,1,10,1,1,35,2,61.21,60,0,5,2142.35
773,2020-11-11,4,11,2020,1,3,0,1,34,2,61.38,60,0,0,2086.92
774,2021-11-11,4,11,2021,1,8,1,1,50,1,100.0,60,1,12,6834.5
775,2020-12-12,4,12,2020,1,14,1,0,41,2,61.99,60,0,2,2541.59
776,2021-01-01,1,1,2021,1,5,1,0,22,2,96.86,60,1,3,2130.92
777,2021-02-02,1,2,2021,1,14,1,1,35,2,48.62,60,1,16,1701.7
778,2020-03-03,1,3,2020,1,5,1,1,44,2,38.5,60,1,8,1694.0
779,2021-05-05,2,5,2021,1,3,1,0,47,2,61.99,60,1,16,2913.53
780,2020-05-05,2,5,2020,1,0,0,1,19,2,49.22,60,1,14,935.18
781,2020-02-02,1,2,2020,1,3,1,0,34,1,90.39,84,0,2,3073.26
782,2020-04-04,2,4,2020,1,8,1,1,29,2,71.81,84,0,5,2082.49
783,2021-06-06,2,6,2021,1,3,1,1,49,1,69.27,84,0,0,3394.23
784,2021-08-08,3,8,2021,1,14,1,1,30,2,85.32,84,1,4,2559.6
785,2020-10-10,4,10,2020,1,14,1,0,21,2,70.96,84,1,15,1490.16
786,2020-01-01,1,1,2020,1,2,1,0,50,1,76.88,84,1,8,3844.0
787,2021-02-02,1,2,2021,1,8,1,0,47,1,100.0,84,1,17,4724.91
788,2020-04-04,2,4,2020,1,6,1,1,24,2,76.03,84,0,2,1824.72
789,2021-05-05,2,5,2021,1,14,1,0,27,2,98.84,84,1,8,2668.68
790,2021-06-06,2,6,2021,1,9,1,0,33,2,86.17,84,1,8,2843.61
791,2021-07-07,3,7,2021,1,3,1,0,35,1,90.39,84,0,2,3163.65
792,2020-08-08,3,8,2020,1,11,1,0,31,2,71.81,84,0,11,2226.11
793,2020-09-09,3,9,2020,1,3,1,1,25,2,82.79,84,0,9,2069.75
794,2020-10-10,4,10,2020,1,1,1,0,27,2,82.79,84,1,15,2235.33
795,2020-11-11,4,11,2020,0,13,1,0,31,1,100.0,84,1,15,3116.43
796,2021-11-11,4,11,2021,1,3,0,0,45,1,100.0,84,0,9,4781.7
797,2020-11-11,4,11,2020,1,0,1,0,27,2,100.0,84,0,9,2810.7
798,2021-12-12,4,12,2021,1,9,1,1,27,1,100.0,84,1,15,3515.67
799,2020-02-02,1,2,2020,1,0,1,1,42,2,69.27,84,1,3,2909.34
800,2020-03-03,1,3,2020,1,3,0,1,21,2,74.77,84,0,10,1570.17
801,2020-03-03,1,3,2020,1,0,1,1,34,2,76.88,84,1,14,2613.92
802,2021-04-04,2,4,2021,1,8,0,0,42,1,76.03,84,0,6,3193.26
803,2020-05-05,2,5,2020,1,3,1,0,15,2,98.84,84,0,5,1482.6
804,2021-02-02,1,2,2021,1,1,1,0,29,2,70.87,60,1,16,2055.23
805,2021-04-04,2,4,2021,1,8,1,1,46,2,58.15,60,0,0,2674.9
806,2020-07-07,3,7,2020,1,3,1,0,30,2,61.78,60,1,12,1853.4
807,2021-08-08,3,8,2021,1,14,1,1,30,2,49.67,60,0,10,1490.1
808,2020-10-10,4,10,2020,1,14,1,0,42,2,51.48,60,0,0,2162.16
809,2021-10-10,4,10,2021,1,14,1,1,46,2,61.18,60,0,9,2814.28
810,2021-11-11,4,11,2021,1,3,1,0,25,2,64.2,60,0,10,1605.0
811,2021-11-11,4,11,2021,1,3,1,1,32,2,65.42,60,1,12,2093.44
812,2021-12-12,4,12,2021,1,14,1,0,30,2,64.81,60,0,6,1944.3
813,2021-01-01,1,1,2021,1,2,1,1,40,2,49.67,60,0,0,1986.8
814,2020-02-02,1,2,2020,1,8,1,1,28,2,60.57,60,0,9,1695.96
815,2020-04-04,2,4,2020,0,13,1,1,23,2,55.72,60,0,6,1281.56
816,2020-05-05,2,5,2020,1,8,1,1,29,2,61.18,60,1,14,1774.22
817,2020-06-06,2,6,2020,1,9,1,0,34,2,58.75,60,0,2,1997.5
818,2020-07-07,3,7,2020,1,3,1,0,37,2,63.6,60,1,17,2353.2
819,2021-08-08,3,8,2021,0,12,1,1,20,2,49.06,60,1,12,981.2
820,2021-09-09,3,9,2021,1,3,1,1,32,2,48.46,60,1,17,1550.72
821,2020-10-10,4,10,2020,1,1,1,0,34,2,52.09,60,1,12,1771.06
822,2021-11-11,4,11,2021,0,13,1,0,42,2,52.7,60,1,15,2213.4
823,2021-11-11,4,11,2021,1,1,1,1,38,1,100.0,60,1,14,5266.04
824,2021-11-11,4,11,2021,1,0,1,1,30,2,62.16,60,1,14,1864.8
825,2020-01-01,1,1,2020,1,14,1,0,23,2,49.67,60,0,10,1142.41
826,2020-02-02,1,2,2020,1,0,1,1,22,2,53.3,60,1,17,1172.6
827,2021-03-03,1,3,2021,1,3,1,1,39,1,100.0,60,0,11,6981.0
828,2021-04-04,2,4,2021,1,3,1,1,55,1,55.72,60,1,3,3064.6
829,2021-05-05,2,5,2021,0,13,0,0,36,2,61.18,60,1,14,2202.48
830,2020-01-01,1,1,2020,1,3,1,1,26,1,100.0,168,0,5,3773.38
831,2020-03-03,1,3,2020,1,3,1,0,31,1,100.0,168,0,9,5074.39
832,2021-05-05,2,5,2021,1,8,1,0,34,1,100.0,168,0,11,6483.46
833,2021-07-07,3,7,2021,1,5,1,0,41,0,100.0,168,0,10,7956.46
834,2021-09-09,3,9,2021,1,14,1,0,23,1,100.0,168,0,9,4230.62
835,2021-10-10,4,10,2021,1,14,1,1,48,0,100.0,168,1,12,7209.12
836,2020-11-11,4,11,2020,1,3,1,1,22,1,100.0,168,1,8,3452.68
837,2020-11-11,4,11,2020,1,14,1,1,21,1,100.0,168,0,0,3047.73
838,2021-11-11,4,11,2021,1,8,1,1,22,1,100.0,168,1,17,3675.32
839,2020-12-12,4,12,2020,1,3,1,0,40,0,100.0,168,0,10,7492.4
840,2021-01-01,1,1,2021,1,3,1,0,50,0,100.0,168,1,8,9534.5
841,2020-03-03,1,3,2020,1,0,1,0,29,1,100.0,168,1,8,5579.02
842,2021-04-04,2,4,2021,1,3,1,0,43,1,100.0,168,0,5,5950.34
843,2021-06-06,2,6,2021,1,15,1,1,24,1,100.0,168,0,5,3726.0
844,2021-08-08,3,8,2021,1,15,1,0,22,1,100.0,168,1,16,4455.0
845,2021-09-09,3,9,2021,1,3,1,1,43,0,100.0,168,1,14,8272.34
846,2021-10-10,4,10,2021,1,3,1,0,20,1,100.0,168,1,14,3577.6
847,2020-10-10,4,10,2020,1,14,1,0,25,1,100.0,168,1,4,3881.25
848,2021-11-11,4,11,2021,1,10,1,0,36,1,100.0,168,1,14,5797.44
849,2021-11-11,4,11,2021,1,3,1,0,24,2,52.67,168,1,15,1264.08
850,2020-11-11,4,11,2020,1,8,1,1,21,1,100.0,168,0,10,4815.3
851,2020-12-12,4,12,2020,1,11,1,0,30,1,100.0,168,1,17,4462.2
852,2021-01-01,1,1,2021,1,14,0,0,32,1,94.79,168,1,3,3033.28
853,2020-02-02,1,2,2020,1,3,1,1,21,2,47.18,168,1,4,990.78
854,2021-03-03,1,3,2021,1,14,1,1,26,2,78.11,168,0,5,2030.86
855,2020-05-05,2,5,2020,1,14,0,0,35,1,100.0,168,0,9,5433.75
856,2021-03-03,1,3,2021,0,13,1,1,26,1,100.0,132,0,10,3157.44
857,2021-05-05,2,5,2021,1,3,1,1,46,1,100.0,132,1,17,5161.2
858,2021-07-07,3,7,2021,1,3,1,1,37,1,100.0,132,1,16,4346.76
859,2020-09-09,3,9,2020,1,5,1,1,27,1,100.0,132,1,16,3528.36
860,2020-10-10,4,10,2020,1,3,1,0,23,1,100.0,132,1,8,3187.8
861,2020-11-11,4,11,2020,1,9,1,1,39,1,100.0,132,1,14,6023.16
862,2020-11-11,4,11,2020,1,3,1,0,27,1,100.0,132,0,9,3884.76
863,2020-11-11,4,11,2020,1,10,1,1,38,1,100.0,132,0,6,4965.84
864,2020-12-12,4,12,2020,1,1,1,0,27,1,100.0,132,1,1,4169.88
865,2021-01-01,1,1,2021,1,3,1,0,40,1,100.0,132,1,8,4910.4
866,2020-02-02,1,2,2020,1,14,1,1,24,1,100.0,132,0,10,3231.36
867,2020-04-04,2,4,2020,1,3,1,0,44,1,100.0,132,1,16,6853.44
868,2021-06-06,2,6,2021,1,3,0,1,37,1,100.0,132,1,3,5177.04
869,2021-07-07,3,7,2021,1,15,1,0,20,2,100.0,132,0,6,2824.8
870,2021-08-08,3,8,2021,0,4,1,0,39,1,100.0,132,1,3,4324.32
871,2021-08-08,3,8,2021,1,3,1,1,44,1,100.0,132,0,10,5052.96
872,2021-10-10,4,10,2021,1,9,1,0,22,1,100.0,132,0,6,3223.44
873,2021-10-10,4,10,2021,1,3,1,1,43,1,100.0,132,0,11,5278.68
874,2020-11-11,4,11,2020,0,12,1,1,27,2,100.0,132,1,15,2851.2
875,2021-11-11,4,11,2021,0,13,1,0,26,2,64.9,132,0,10,1687.4
876,2021-11-11,4,11,2021,1,3,1,1,25,2,52.32,132,0,13,1308.0
877,2020-01-01,1,1,2020,1,3,1,1,49,1,100.0,132,1,15,6144.6
878,2021-02-02,1,2,2021,1,3,1,0,29,1,100.0,132,0,9,5127.2
879,2020-04-04,2,4,2020,1,14,0,1,41,1,100.0,132,1,8,6386.16
880,2021-05-05,2,5,2021,1,6,1,0,55,0,100.0,132,1,8,7695.6
881,2020-01-01,1,1,2020,1,7,1,1,27,2,83.07,101,0,7,2242.89
882,2021-03-03,1,3,2021,1,3,1,1,23,2,100.0,101,1,14,2539.89
883,2021-05-05,2,5,2021,1,3,1,0,31,2,90.17,101,1,8,2795.27
884,2021-07-07,3,7,2021,1,5,1,0,46,1,100.0,101,0,5,5545.76
885,2020-09-09,3,9,2020,1,3,1,0,47,1,91.18,101,0,11,4285.46
886,2020-10-10,4,10,2020,1,1,1,0,31,1,100.0,101,0,9,3329.09
887,2020-11-11,4,11,2020,1,0,1,0,46,1,100.0,101,0,9,5592.22
888,2021-11-11,4,11,2021,0,13,1,0,37,1,89.15,101,0,9,3298.55
889,2020-11-11,4,11,2020,1,8,1,0,28,2,93.21,101,1,12,2609.88
890,2020-12-12,4,12,2020,1,6,1,1,37,1,90.17,101,1,14,3336.29
891,2021-01-01,1,1,2021,1,14,1,0,49,1,100.0,101,0,6,5510.05
892,2021-03-03,1,3,2021,0,12,1,0,24,2,100.0,101,0,0,2504.4
893,2021-04-04,2,4,2021,1,3,1,0,30,1,100.0,101,1,14,3525.6
894,2021-06-06,2,6,2021,1,14,1,0,50,1,88.14,101,1,17,4407.0
895,2020-07-07,3,7,2020,1,5,1,1,31,2,96.24,101,0,6,2983.44
896,2021-08-08,3,8,2021,1,3,1,1,46,1,100.0,101,1,4,5126.24
897,2020-09-09,3,9,2020,1,3,1,0,47,1,100.0,101,0,10,5713.79
898,2021-10-10,4,10,2021,1,1,1,0,46,1,100.0,101,1,4,4613.8
899,2020-10-10,4,10,2020,1,14,1,0,37,1,100.0,101,1,16,3711.1
900,2020-11-11,4,11,2020,1,10,1,0,33,1,100.0,101,0,13,3524.73
901,2021-11-11,4,11,2021,1,14,1,1,31,2,90.17,101,0,10,2795.27
902,2021-11-11,4,11,2021,1,8,1,1,48,1,100.0,101,1,1,4814.4
903,2021-12-12,4,12,2021,1,14,1,0,41,1,87.13,101,1,14,3572.33
904,2021-01-01,1,1,2021,0,12,1,0,42,1,100.0,101,0,11,4581.36
905,2021-02-02,1,2,2021,1,14,1,0,41,1,100.0,101,0,7,4319.76
906,2020-03-03,1,3,2020,1,5,1,0,32,2,45.25,101,1,15,1448.0
907,2020-05-05,2,5,2020,1,0,0,1,10,2,88.14,101,0,6,881.4
908,2020-01-01,1,1,2020,1,3,1,1,35,2,57.46,62,0,5,2011.1
909,2020-03-03,1,3,2020,1,14,1,0,28,2,64.33,62,0,2,1801.24
910,2021-05-05,2,5,2021,1,3,1,1,46,1,73.7,62,0,13,3390.2
911,2021-07-07,3,7,2021,1,5,1,0,20,2,71.2,62,1,16,1424.0
912,2020-09-09,3,9,2020,1,3,1,1,30,2,49.97,62,1,4,1499.1
913,2020-10-10,4,10,2020,1,1,1,1,48,1,69.96,62,0,2,3358.08
914,2020-11-11,4,11,2020,1,3,1,1,28,2,53.72,62,1,8,1504.16
915,2021-11-11,4,11,2021,0,13,1,1,39,2,68.08,62,0,2,2655.12
916,2020-11-11,4,11,2020,1,8,1,0,24,2,51.84,62,1,3,1244.16
917,2020-12-12,4,12,2020,1,6,1,0,28,2,67.46,62,1,16,1888.88
918,2020-01-01,1,1,2020,1,14,1,1,31,2,58.71,62,0,7,1820.01
919,2020-03-03,1,3,2020,0,12,1,0,45,2,63.71,62,0,10,2866.95
920,2021-04-04,2,4,2021,1,3,1,0,24,2,58.09,62,0,11,1394.16
921,2020-06-06,2,6,2020,1,14,1,1,49,2,53.72,62,0,6,2632.28
922,2021-07-07,3,7,2021,1,3,1,1,32,2,63.08,62,1,1,2018.56
923,2021-08-08,3,8,2021,1,3,1,0,43,2,68.71,62,1,17,2954.53
924,2021-09-09,3,9,2021,1,15,1,1,37,2,50.59,62,0,11,1871.83
925,2020-10-10,4,10,2020,1,3,1,0,24,2,64.96,62,0,10,1559.04
926,2021-10-10,4,10,2021,1,14,1,0,35,2,53.72,62,1,12,1880.2
927,2020-11-11,4,11,2020,1,10,1,0,41,2,29.87,62,0,0,1224.67
928,2021-11-11,4,11,2021,1,3,1,0,26,2,100.0,62,0,10,2979.08
929,2021-11-11,4,11,2021,1,8,1,1,34,2,64.96,62,0,13,2208.64
930,2020-12-12,4,12,2020,1,14,1,1,49,1,70.58,62,0,7,3458.42
931,2020-01-01,1,1,2020,0,12,1,1,28,2,44.21,62,0,0,1237.88
932,2020-02-02,1,2,2020,1,14,1,0,40,2,68.08,62,1,17,2723.2
933,2020-03-03,1,3,2020,1,11,1,1,37,2,59.96,62,1,12,2218.52
934,2020-05-05,2,5,2020,1,3,0,1,31,2,53.72,62,1,15,1665.32
935,2020-02-02,1,2,2020,1,3,1,1,41,1,83.44,86,0,6,3421.04
936,2020-04-04,2,4,2020,1,3,1,1,21,2,89.46,86,0,6,1878.66
937,2020-06-06,2,6,2020,0,12,1,0,40,1,96.34,86,1,15,3853.6
938,2021-08-08,3,8,2021,0,12,1,1,46,1,74.84,86,1,1,3442.64
939,2020-10-10,4,10,2020,1,2,1,1,44,1,79.14,86,0,9,3482.16
940,2021-10-10,4,10,2021,1,3,0,1,46,1,73.12,86,1,17,3363.52
941,2020-11-11,4,11,2020,1,11,1,1,41,1,81.72,86,0,0,3350.52
942,2021-11-11,4,11,2021,1,0,1,1,32,2,89.46,86,1,8,2862.72
943,2020-11-11,4,11,2020,1,3,1,1,46,1,87.74,86,0,0,4036.04
944,2021-01-01,1,1,2021,1,14,1,0,28,2,100.0,86,1,8,2817.92
945,2021-02-02,1,2,2021,1,14,1,1,49,1,94.62,86,0,0,4636.38
946,2020-05-05,2,5,2020,1,1,0,0,21,2,73.98,86,0,2,1553.58
947,2021-06-06,2,6,2021,1,3,0,0,32,2,84.3,86,0,7,2697.6
948,2021-07-07,3,7,2021,1,3,1,0,34,1,98.06,86,1,4,3334.04
949,2020-08-08,3,8,2020,1,6,1,0,21,2,98.06,86,0,2,2059.26
950,2021-09-09,3,9,2021,1,3,1,0,21,2,96.34,86,1,14,2023.14
951,2020-10-10,4,10,2020,0,13,1,1,31,2,83.44,86,1,17,2586.64
952,2021-11-11,4,11,2021,1,15,1,1,21,2,94.62,86,0,0,1987.02
953,2020-11-11,4,11,2020,1,2,0,0,25,2,45.86,86,0,10,1146.5
954,2021-11-11,4,11,2021,1,3,1,0,28,2,82.58,86,0,11,2312.24
955,2020-12-12,4,12,2020,1,11,1,1,43,2,64.97,86,0,2,2793.71
956,2020-01-01,1,1,2020,1,3,1,0,22,2,86.74,86,0,11,1908.28
957,2021-03-03,1,3,2021,1,7,0,0,37,1,93.01,86,1,4,3441.37
958,2020-03-03,1,3,2020,1,3,1,0,28,2,72.26,86,1,8,2023.28
959,2020-04-04,2,4,2020,1,14,1,1,30,2,74.84,86,0,2,2245.2
960,2020-05-05,2,5,2020,0,12,0,1,44,1,73.98,86,1,17,3255.12
961,2020-01-01,1,1,2020,1,3,1,1,25,2,100.0,104,1,3,2539.5
962,2020-03-03,1,3,2020,1,14,1,1,43,1,100.0,104,0,9,4818.15
